2014-12-08 03:13:42;5.42;
2014-12-08 03:21:57;6.08;
2014-12-08 03:45:25;6.140000000000001;
2014-12-08 03:53:05;6.140000000000001;
2014-12-08 03:58:12;6.140000000000001;
2014-12-08 04:01:27;6.140000000000001;
2014-12-08 04:05:00;6.1899999999999995;
2014-12-08 04:08:17;6.23;
2014-12-08 04:38:01;6.260000000000001;
2014-12-08 04:39:19;6.260000000000001;
2014-12-08 04:43:32;6.260000000000001;
2014-12-08 04:48:56;6.260000000000001;
2014-12-08 04:53:54;6.2700000000000005;
2014-12-08 04:59:46;6.3100000000000005;
2014-12-08 05:06:34;6.460000000000001;
2014-12-08 05:13:20;6.7;
2014-12-08 05:27:31;7.9399999999999995;
2014-12-08 10:03:47;46.53;
2014-12-08 10:09:06;47.410000000000004;
2014-12-08 10:22:49;51.959999999999994;
2014-12-08 10:31:08;53.99;
2014-12-08 10:32:40;54.16;
2014-12-08 10:33:51;54.35;
2014-12-08 10:44:28;57.53;
2014-12-08 11:10:16;65.75;
2014-12-08 11:13:20;66.45;
2014-12-08 11:46:21;78.01;
2014-12-08 12:52:48;100.0;
2014-12-08 13:03:21;100.0;
2014-12-08 13:19:48;100.0;
2014-12-08 15:08:45;100.0;
2014-12-08 14:15:04;100.0;
2014-12-08 14:45:06;100.0;
2014-12-08 15:57:31;100.0;
2014-12-08 16:13:51;100.0;
2014-12-08 15:15:07;100.0;
2014-12-08 16:17:54;100.0;
2014-12-08 16:18:41;100.0;
2014-12-08 16:33:19;100.0;
2014-12-08 15:45:05;100.0;
2014-12-08 16:45:42;100.0;
2014-12-08 15:58:08;100.0;
2014-12-08 16:15:05;100.0;
2014-12-08 17:23:06;100.0;
2014-12-08 17:27:10;100.0;
2014-12-08 16:45:05;100.0;
2014-12-08 17:57:51;100.0;
2014-12-08 18:14:21;100.0;
2014-12-08 17:15:07;100.0;
2014-12-08 20:18:43;100.0;
2014-12-08 21:14:48;100.0;
2014-12-08 23:03:01;100.0;
2014-12-08 23:38:40;100.0;
2014-12-08 23:41:42;100.0;
2014-12-08 23:57:04;100.0;
2014-12-08 23:57:04;purgeHash;
